case_id,type,turn_1_expected,turn_1,turn_2_expected,turn_2,turn_3_expected,turn_3,turn_4_expected,turn_4
673,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductBatteryIntent,pin máy này dùng lâu không,OrderHistoryIntent,xem lịch sử đơn hàng,WarrantyPolicyIntent,bảo hành bao lâu
674,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductBatteryIntent,pin máy này dùng lâu không,OrderHistoryIntent,xem lịch sử đơn hàng,ProductCameraIntent,camera thế nào
675,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductBatteryIntent,pin máy này dùng lâu không,OrderHistoryIntent,xem lịch sử đơn hàng,ProductBatteryIntent,pin có tốt không
676,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductBatteryIntent,pin máy này dùng lâu không,OrderStatusIntent,đơn của tôi đang ở đâu,ProductPriceIntent,giá bao nhiêu
677,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductBatteryIntent,pin máy này dùng lâu không,OrderStatusIntent,đơn của tôi đang ở đâu,ProductAvailabilityIntent,còn hàng không
678,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductBatteryIntent,pin máy này dùng lâu không,OrderStatusIntent,đơn của tôi đang ở đâu,WarrantyPolicyIntent,bảo hành bao lâu
679,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductBatteryIntent,pin máy này dùng lâu không,OrderStatusIntent,đơn của tôi đang ở đâu,ProductCameraIntent,camera thế nào
680,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductBatteryIntent,pin máy này dùng lâu không,OrderStatusIntent,đơn của tôi đang ở đâu,ProductBatteryIntent,pin có tốt không
681,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductBatteryIntent,pin máy này dùng lâu không,OrderDetailIntent,xem chi tiết đơn hàng,ProductPriceIntent,giá bao nhiêu
682,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductBatteryIntent,pin máy này dùng lâu không,OrderDetailIntent,xem chi tiết đơn hàng,ProductAvailabilityIntent,còn hàng không
683,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductBatteryIntent,pin máy này dùng lâu không,OrderDetailIntent,xem chi tiết đơn hàng,WarrantyPolicyIntent,bảo hành bao lâu
684,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductBatteryIntent,pin máy này dùng lâu không,OrderDetailIntent,xem chi tiết đơn hàng,ProductCameraIntent,camera thế nào
685,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductBatteryIntent,pin máy này dùng lâu không,OrderDetailIntent,xem chi tiết đơn hàng,ProductBatteryIntent,pin có tốt không
686,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductBatteryIntent,pin máy này dùng lâu không,OrderCancelIntent,tôi muốn hủy đơn,ProductPriceIntent,giá bao nhiêu
687,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductBatteryIntent,pin máy này dùng lâu không,OrderCancelIntent,tôi muốn hủy đơn,ProductAvailabilityIntent,còn hàng không
688,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductBatteryIntent,pin máy này dùng lâu không,OrderCancelIntent,tôi muốn hủy đơn,WarrantyPolicyIntent,bảo hành bao lâu
689,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductBatteryIntent,pin máy này dùng lâu không,OrderCancelIntent,tôi muốn hủy đơn,ProductCameraIntent,camera thế nào
690,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductBatteryIntent,pin máy này dùng lâu không,OrderCancelIntent,tôi muốn hủy đơn,ProductBatteryIntent,pin có tốt không
691,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductBatteryIntent,pin máy này dùng lâu không,OrderModifyIntent,tôi muốn sửa đơn,ProductPriceIntent,giá bao nhiêu
692,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductBatteryIntent,pin máy này dùng lâu không,OrderModifyIntent,tôi muốn sửa đơn,ProductAvailabilityIntent,còn hàng không
693,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductBatteryIntent,pin máy này dùng lâu không,OrderModifyIntent,tôi muốn sửa đơn,WarrantyPolicyIntent,bảo hành bao lâu
694,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductBatteryIntent,pin máy này dùng lâu không,OrderModifyIntent,tôi muốn sửa đơn,ProductCameraIntent,camera thế nào
695,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductBatteryIntent,pin máy này dùng lâu không,OrderModifyIntent,tôi muốn sửa đơn,ProductBatteryIntent,pin có tốt không
696,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductBatteryIntent,pin máy này dùng lâu không,RefundStatusIntent,bao giờ tôi được hoàn tiền,ProductPriceIntent,giá bao nhiêu
697,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductBatteryIntent,pin máy này dùng lâu không,RefundStatusIntent,bao giờ tôi được hoàn tiền,ProductAvailabilityIntent,còn hàng không
698,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductBatteryIntent,pin máy này dùng lâu không,RefundStatusIntent,bao giờ tôi được hoàn tiền,WarrantyPolicyIntent,bảo hành bao lâu
699,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductBatteryIntent,pin máy này dùng lâu không,RefundStatusIntent,bao giờ tôi được hoàn tiền,ProductCameraIntent,camera thế nào
700,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductBatteryIntent,pin máy này dùng lâu không,RefundStatusIntent,bao giờ tôi được hoàn tiền,ProductBatteryIntent,pin có tốt không
701,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductGamingIntent,máy này chơi game ổn không,StoreInfoIntent,shop mở cửa lúc mấy giờ,ProductPriceIntent,giá bao nhiêu
702,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductGamingIntent,máy này chơi game ổn không,StoreInfoIntent,shop mở cửa lúc mấy giờ,ProductAvailabilityIntent,còn hàng không
703,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductGamingIntent,máy này chơi game ổn không,StoreInfoIntent,shop mở cửa lúc mấy giờ,WarrantyPolicyIntent,bảo hành bao lâu
704,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductGamingIntent,máy này chơi game ổn không,StoreInfoIntent,shop mở cửa lúc mấy giờ,ProductCameraIntent,camera thế nào
705,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductGamingIntent,máy này chơi game ổn không,StoreInfoIntent,shop mở cửa lúc mấy giờ,ProductBatteryIntent,pin có tốt không
706,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductGamingIntent,máy này chơi game ổn không,GreetingIntent,xin chào shop,ProductPriceIntent,giá bao nhiêu
707,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductGamingIntent,máy này chơi game ổn không,GreetingIntent,xin chào shop,ProductAvailabilityIntent,còn hàng không
708,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductGamingIntent,máy này chơi game ổn không,GreetingIntent,xin chào shop,WarrantyPolicyIntent,bảo hành bao lâu
709,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductGamingIntent,máy này chơi game ổn không,GreetingIntent,xin chào shop,ProductCameraIntent,camera thế nào
710,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductGamingIntent,máy này chơi game ổn không,GreetingIntent,xin chào shop,ProductBatteryIntent,pin có tốt không
711,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductGamingIntent,máy này chơi game ổn không,FallbackIntent,kể cho tôi chuyện cổ tích,ProductPriceIntent,giá bao nhiêu
712,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductGamingIntent,máy này chơi game ổn không,FallbackIntent,kể cho tôi chuyện cổ tích,ProductAvailabilityIntent,còn hàng không
713,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductGamingIntent,máy này chơi game ổn không,FallbackIntent,kể cho tôi chuyện cổ tích,WarrantyPolicyIntent,bảo hành bao lâu
714,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductGamingIntent,máy này chơi game ổn không,FallbackIntent,kể cho tôi chuyện cổ tích,ProductCameraIntent,camera thế nào
715,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductGamingIntent,máy này chơi game ổn không,FallbackIntent,kể cho tôi chuyện cổ tích,ProductBatteryIntent,pin có tốt không
716,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductGamingIntent,máy này chơi game ổn không,HumanHandoffIntent,cho tôi gặp nhân viên,ProductPriceIntent,giá bao nhiêu
717,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductGamingIntent,máy này chơi game ổn không,HumanHandoffIntent,cho tôi gặp nhân viên,ProductAvailabilityIntent,còn hàng không
718,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductGamingIntent,máy này chơi game ổn không,HumanHandoffIntent,cho tôi gặp nhân viên,WarrantyPolicyIntent,bảo hành bao lâu
719,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductGamingIntent,máy này chơi game ổn không,HumanHandoffIntent,cho tôi gặp nhân viên,ProductCameraIntent,camera thế nào
720,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductGamingIntent,máy này chơi game ổn không,HumanHandoffIntent,cho tôi gặp nhân viên,ProductBatteryIntent,pin có tốt không
721,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductGamingIntent,máy này chơi game ổn không,OrderHistoryIntent,xem lịch sử đơn hàng,ProductPriceIntent,giá bao nhiêu
722,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductGamingIntent,máy này chơi game ổn không,OrderHistoryIntent,xem lịch sử đơn hàng,ProductAvailabilityIntent,còn hàng không
723,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductGamingIntent,máy này chơi game ổn không,OrderHistoryIntent,xem lịch sử đơn hàng,WarrantyPolicyIntent,bảo hành bao lâu
724,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductGamingIntent,máy này chơi game ổn không,OrderHistoryIntent,xem lịch sử đơn hàng,ProductCameraIntent,camera thế nào
725,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductGamingIntent,máy này chơi game ổn không,OrderHistoryIntent,xem lịch sử đơn hàng,ProductBatteryIntent,pin có tốt không
726,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductGamingIntent,máy này chơi game ổn không,OrderStatusIntent,đơn của tôi đang ở đâu,ProductPriceIntent,giá bao nhiêu
727,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductGamingIntent,máy này chơi game ổn không,OrderStatusIntent,đơn của tôi đang ở đâu,ProductAvailabilityIntent,còn hàng không
728,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductGamingIntent,máy này chơi game ổn không,OrderStatusIntent,đơn của tôi đang ở đâu,WarrantyPolicyIntent,bảo hành bao lâu
729,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductGamingIntent,máy này chơi game ổn không,OrderStatusIntent,đơn của tôi đang ở đâu,ProductCameraIntent,camera thế nào
730,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductGamingIntent,máy này chơi game ổn không,OrderStatusIntent,đơn của tôi đang ở đâu,ProductBatteryIntent,pin có tốt không
731,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductGamingIntent,máy này chơi game ổn không,OrderDetailIntent,xem chi tiết đơn hàng,ProductPriceIntent,giá bao nhiêu
732,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductGamingIntent,máy này chơi game ổn không,OrderDetailIntent,xem chi tiết đơn hàng,ProductAvailabilityIntent,còn hàng không
733,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductGamingIntent,máy này chơi game ổn không,OrderDetailIntent,xem chi tiết đơn hàng,WarrantyPolicyIntent,bảo hành bao lâu
734,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductGamingIntent,máy này chơi game ổn không,OrderDetailIntent,xem chi tiết đơn hàng,ProductCameraIntent,camera thế nào
735,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductGamingIntent,máy này chơi game ổn không,OrderDetailIntent,xem chi tiết đơn hàng,ProductBatteryIntent,pin có tốt không
736,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductGamingIntent,máy này chơi game ổn không,OrderCancelIntent,tôi muốn hủy đơn,ProductPriceIntent,giá bao nhiêu
737,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductGamingIntent,máy này chơi game ổn không,OrderCancelIntent,tôi muốn hủy đơn,ProductAvailabilityIntent,còn hàng không
738,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductGamingIntent,máy này chơi game ổn không,OrderCancelIntent,tôi muốn hủy đơn,WarrantyPolicyIntent,bảo hành bao lâu
739,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductGamingIntent,máy này chơi game ổn không,OrderCancelIntent,tôi muốn hủy đơn,ProductCameraIntent,camera thế nào
740,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductGamingIntent,máy này chơi game ổn không,OrderCancelIntent,tôi muốn hủy đơn,ProductBatteryIntent,pin có tốt không
741,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductGamingIntent,máy này chơi game ổn không,OrderModifyIntent,tôi muốn sửa đơn,ProductPriceIntent,giá bao nhiêu
742,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductGamingIntent,máy này chơi game ổn không,OrderModifyIntent,tôi muốn sửa đơn,ProductAvailabilityIntent,còn hàng không
743,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductGamingIntent,máy này chơi game ổn không,OrderModifyIntent,tôi muốn sửa đơn,WarrantyPolicyIntent,bảo hành bao lâu
744,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductGamingIntent,máy này chơi game ổn không,OrderModifyIntent,tôi muốn sửa đơn,ProductCameraIntent,camera thế nào
745,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductGamingIntent,máy này chơi game ổn không,OrderModifyIntent,tôi muốn sửa đơn,ProductBatteryIntent,pin có tốt không
746,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductGamingIntent,máy này chơi game ổn không,RefundStatusIntent,bao giờ tôi được hoàn tiền,ProductPriceIntent,giá bao nhiêu
747,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductGamingIntent,máy này chơi game ổn không,RefundStatusIntent,bao giờ tôi được hoàn tiền,ProductAvailabilityIntent,còn hàng không
748,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductGamingIntent,máy này chơi game ổn không,RefundStatusIntent,bao giờ tôi được hoàn tiền,WarrantyPolicyIntent,bảo hành bao lâu
749,product_context,product_price,Samsung Galaxy S26 Ultra giá bao nhiêu,ProductGamingIntent,máy này chơi game ổn không,RefundStatusIntent,bao giờ tôi được hoàn tiền,ProductCameraIntent,camera thế nào
